Br,0.62,0.51,0.43,0.32,0.25,0.17,0.13,0.11,0.1,0.1,0.13,0.21,0.31,0.5,0.54,0.38
Kr,0.7,0.56,0.46,0.33,0.27,0.22,0.21,0.22,0.24,0.26,0.36,0.5,0.63,0.79,0.79,0.47
Rb,0.83,0.67,0.55,0.41,0.35,0.31,0.32,0.34,0.37,0.41,0.54,0.71,0.85,1.01,0.99,0.57
Sr,0.63,0.49,0.4,0.31,0.29,0.32,0.39,0.45,0.55,0.69,1,1.2,1.32,1.42,1.38,0.63
Y,0.63,0.49,0.41,0.34,0.33,0.39,0.49,0.56,0.68,0.84,1.17,1.37,1.47,1.55,1.48,0.57
Zr,0.63,0.49,0.41,0.35,0.35,0.42,0.52,0.59,0.74,0.94,1.27,1.43,1.51,1.55,1.43,0.41
Nb,0.66,0.51,0.43,0.37,0.37,0.44,0.55,0.62,0.78,0.98,1.32,1.48,1.55,1.59,1.46,0.39
Mo,0.55,0.42,0.34,0.29,0.29,0.36,0.46,0.52,0.68,0.89,1.21,1.35,1.41,1.42,1.26,0.23
Ru,0.4,0.29,0.23,0.18,0.18,0.22,0.29,0.34,0.46,0.65,0.94,1.07,1.13,1.15,1,0.12
Rh,0.21,0.14,0.1,0.08,0.07,0.1,0.13,0.16,0.25,0.39,0.63,0.75,0.82,0.83,0.7,0.05
Pd,0.43,0.31,0.24,0.19,0.19,0.24,0.32,0.39,0.54,0.75,1.08,1.22,1.29,1.31,1.15,0.17
Ag,0.22,0.14,0.11,0.08,0.08,0.11,0.16,0.2,0.32,0.49,0.77,0.9,0.96,0.98,0.83,0.07
Cd,0.44,0.33,0.27,0.24,0.25,0.33,0.44,0.52,0.72,0.96,1.28,1.41,1.47,1.48,1.29,0.22
In,0.31,0.22,0.19,0.17,0.18,0.24,0.33,0.4,0.57,0.8,1.1,1.22,1.28,1.28,1.09,0.14
Sn,0.6,0.47,0.4,0.35,0.37,0.46,0.57,0.66,0.89,1.15,1.45,1.56,1.61,1.6,1.35,0.24
Sb,0.39,0.28,0.23,0.19,0.2,0.27,0.35,0.42,0.62,0.86,1.13,1.23,1.27,1.25,0.98,0.1
Te,0.32,0.23,0.18,0.15,0.16,0.21,0.29,0.35,0.53,0.76,1.02,1.12,1.16,1.13,0.86,0.07
I,0.12,0.08,0.05,0.04,0.05,0.07,0.1,0.13,0.23,0.38,0.59,0.67,0.7,0.68,0.45,0.01
Xe,0.38,0.27,0.22,0.19,0.19,0.25,0.34,0.4,0.61,0.86,1.11,1.2,1.24,1.2,0.89,0.08
Cs,0.28,0.2,0.16,0.13,0.14,0.19,0.26,0.33,0.52,0.76,1.01,1.1,1.13,1.1,0.78,0.06
Ba,1.09,0.92,0.82,0.76,0.8,0.93,1.09,1.26,1.63,1.87,2.05,2.1,2.11,2,1.42,0.27
La,1.09,0.92,0.82,0.77,0.8,0.95,1.11,1.29,1.68,1.9,2.06,2.11,2.1,1.97,1.29,0.21
Ce,1.21,1.03,0.93,0.88,0.93,1.08,1.25,1.48,1.88,2.06,2.2,2.23,2.21,2.02,1.24,0.18
Pr,1,0.83,0.74,0.7,0.74,0.89,1.06,1.29,1.68,1.87,2.01,2.03,2.02,1.83,1.05,0.11
Nd,1.09,0.91,0.82,0.77,0.82,0.97,1.15,1.38,1.77,1.96,2.08,2.1,2.09,1.87,1.05,0.11
Sm,0.94,0.76,0.67,0.63,0.67,0.81,0.98,1.21,1.59,1.77,1.88,1.9,1.88,1.64,0.82,0.06
Eu,0.38,0.28,0.22,0.2,0.22,0.3,0.41,0.58,0.92,1.07,1.18,1.2,1.18,0.95,0.3,0
Gd,0.69,0.54,0.46,0.43,0.46,0.58,0.73,0.95,1.32,1.49,1.6,1.61,1.59,1.35,0.57,0.02
Tb,0.5,0.37,0.31,0.28,0.31,0.41,0.54,0.74,1.09,1.25,1.36,1.37,1.34,1.11,0.39,0
Dy,0.68,0.53,0.45,0.42,0.45,0.57,0.72,0.94,1.31,1.47,1.57,1.58,1.56,1.31,0.53,0.02
Ho,0.48,0.36,0.3,0.27,0.3,0.4,0.52,0.72,1.07,1.22,1.32,1.33,1.31,1.06,0.36,0
Er,0.77,0.62,0.54,0.5,0.54,0.67,0.82,1.05,1.42,1.58,1.68,1.69,1.66,1.41,0.61,0.03
Tm,0.67,0.52,0.45,0.41,0.45,0.56,0.71,0.93,1.29,1.44,1.54,1.54,1.51,1.26,0.49,0.01
Yb,1.08,0.9,0.8,0.76,0.8,0.94,1.11,1.35,1.73,1.88,1.98,1.99,1.97,1.71,0.85,0.08
Lu,0.83,0.66,0.58,0.53,0.57,0.69,0.84,1.07,1.43,1.59,1.69,1.7,1.68,1.42,0.6,0.03
Hf,1.27,1.08,0.97,0.92,0.95,1.1,1.27,1.52,1.91,2.07,2.18,2.18,2.16,1.89,1,0.12
Ta,1.15,0.96,0.86,0.8,0.84,0.98,1.16,1.41,1.79,1.95,2.06,2.07,2.04,1.76,0.89,0.08
W,1.27,1.08,0.97,0.91,0.95,1.1,1.29,1.55,1.94,2.1,2.2,2.21,2.18,1.89,1,0.11
Re,0.78,0.61,0.52,0.48,0.52,0.64,0.87,1.13,1.43,1.56,1.64,1.62,1.58,1.29,0.51,0.01
Os,0.64,0.49,0.41,0.38,0.42,0.53,0.7,0.93,1.29,1.43,1.53,1.53,1.5,1.21,0.44,0.01
Ir,0.16,0.1,0.07,0.07,0.07,0.11,0.17,0.29,0.53,0.64,0.73,0.73,0.7,0.47,0.07,0
Pt,0.46,0.34,0.28,0.26,0.28,0.38,0.51,0.72,1.06,1.2,1.29,1.29,1.26,0.97,0.28,0
Au,0.44,0.32,0.27,0.25,0.27,0.36,0.49,0.7,1.04,1.17,1.26,1.26,1.23,0.93,0.26,0
Hg,1.31,1.12,1.03,0.98,1.03,1.19,1.39,1.66,2.04,2.18,2.27,2.27,2.24,1.9,1,0.14
Tl,1.35,1.16,1.06,1.04,1.1,1.26,1.57,1.86,2.11,2.23,2.29,2.25,2.19,1.81,0.95,0.1
Pb,3.27,3.24,3.22,3.21,3.2,3.18,3.16,3.13,3.07,2.99,2.81,2.62,2.4,1.77,0.89,0.03
Bi,3.17,3.12,3.09,3.05,3.02,2.98,2.93,2.88,2.77,2.6,2.39,2.11,1.76,1.06,0.28,0
