Sr,1.41,1.25,1.15,1.06,1.02,1.04,1.2,1.39,1.63,1.75,1.87,1.91,1.91,1.84,1.65,0.98
Y,1.44,1.25,1.14,1.06,1.05,1.13,1.36,1.58,1.83,1.95,2.05,2.07,2.05,1.96,1.73,0.91
Zr,1.4,1.18,1.07,1.02,1.04,1.18,1.49,1.71,1.93,2.03,2.11,2.1,2.06,1.93,1.67,0.73
Nb,1.42,1.2,1.09,1.04,1.06,1.21,1.52,1.75,1.97,2.07,2.15,2.14,2.1,1.97,1.7,0.73
Mo,1.26,1.03,0.93,0.89,0.93,1.11,1.44,1.66,1.85,1.95,2.01,1.98,1.93,1.78,1.5,0.5
Ru,1.01,0.79,0.69,0.66,0.69,0.86,1.18,1.39,1.58,1.68,1.72,1.69,1.64,1.49,1.22,0.29
Rh,0.67,0.48,0.4,0.37,0.39,0.54,0.83,1.02,1.2,1.29,1.34,1.31,1.27,1.13,0.88,0.12
Pd,1.03,0.8,0.7,0.67,0.7,0.88,1.21,1.42,1.6,1.71,1.77,1.75,1.71,1.58,1.32,0.33
Ag,0.68,0.48,0.4,0.38,0.41,0.56,0.85,1.04,1.23,1.33,1.39,1.38,1.35,1.23,0.98,0.14
Cd,1.08,0.87,0.78,0.76,0.81,1.01,1.35,1.56,1.75,1.85,1.91,1.9,1.87,1.74,1.46,0.4
In,0.89,0.69,0.62,0.61,0.66,0.85,1.18,1.38,1.57,1.67,1.73,1.71,1.68,1.54,1.25,0.27
Sn,1.3,1.07,0.98,0.98,1.03,1.28,1.64,1.83,1.99,2.08,2.1,2.06,2.01,1.85,1.52,0.42
Sb,1,0.79,0.7,0.7,0.75,1,1.35,1.53,1.68,1.76,1.76,1.71,1.66,1.49,1.15,0.19
Te,0.88,0.67,0.59,0.59,0.64,0.88,1.24,1.4,1.55,1.63,1.63,1.58,1.52,1.36,1.02,0.14
I,0.47,0.31,0.26,0.26,0.29,0.48,0.78,0.93,1.07,1.14,1.13,1.09,1.03,0.87,0.57,0
Xe,0.97,0.76,0.68,0.68,0.73,1,1.35,1.51,1.66,1.73,1.71,1.66,1.6,1.42,1.06,0.15
Cs,0.8,0.6,0.53,0.53,0.58,0.83,1.18,1.33,1.49,1.56,1.55,1.51,1.45,1.29,0.93,0.09
Ba,1.82,1.59,1.51,1.54,1.66,2.04,2.32,2.44,2.57,2.59,2.54,2.47,2.39,2.18,1.63,0.44
La,1.83,1.6,1.52,1.55,1.69,2.09,2.34,2.45,2.58,2.58,2.52,2.44,2.36,2.14,1.52,0.34
Ce,1.95,1.73,1.65,1.7,1.88,2.28,2.49,2.6,2.7,2.68,2.61,2.52,2.43,2.18,1.48,0.3
Pr,1.72,1.51,1.44,1.49,1.66,2.06,2.27,2.38,2.48,2.47,2.4,2.31,2.23,1.98,1.28,0.19
Nd,1.81,1.59,1.52,1.58,1.76,2.16,2.36,2.47,2.56,2.54,2.46,2.37,2.29,2.03,1.29,0.19
Sm,1.66,1.44,1.37,1.42,1.61,2.01,2.2,2.3,2.38,2.36,2.28,2.17,2.09,1.81,1.07,0.1
Eu,0.98,0.78,0.71,0.76,0.93,1.3,1.49,1.59,1.67,1.65,1.56,1.46,1.38,1.11,0.46,0
Gd,1.38,1.17,1.1,1.16,1.34,1.73,1.92,2.03,2.1,2.08,1.99,1.89,1.8,1.52,0.8,0.03
Tb,1.15,0.94,0.87,0.93,1.1,1.49,1.67,1.78,1.86,1.83,1.74,1.64,1.55,1.27,0.59,0
Dy,1.37,1.16,1.09,1.15,1.33,1.72,1.91,2.01,2.09,2.06,1.97,1.86,1.77,1.48,0.77,0.02
Ho,1.13,0.93,0.86,0.92,1.1,1.48,1.66,1.77,1.84,1.81,1.72,1.61,1.52,1.24,0.56,0
Er,1.5,1.28,1.21,1.27,1.46,1.86,2.04,2.14,2.21,2.18,2.09,1.98,1.88,1.59,0.86,0.05
Tm,1.36,1.15,1.08,1.14,1.32,1.72,1.89,2,2.07,2.04,1.94,1.83,1.73,1.44,0.73,0.02
Yb,1.83,1.61,1.54,1.6,1.79,2.19,2.37,2.47,2.54,2.5,2.4,2.29,2.19,1.9,1.13,0.14
Lu,1.55,1.33,1.26,1.32,1.51,1.9,2.08,2.18,2.24,2.2,2.1,1.99,1.9,1.6,0.86,0.05
Hf,2.02,1.79,1.71,1.77,1.97,2.37,2.54,2.65,2.71,2.67,2.57,2.46,2.37,2.07,1.28,0.21
Ta,1.89,1.67,1.59,1.65,1.85,2.24,2.41,2.52,2.58,2.54,2.44,2.34,2.25,1.94,1.16,0.16
W,2.01,1.79,1.71,1.77,1.97,2.37,2.54,2.65,2.7,2.67,2.58,2.47,2.38,2.07,1.28,0.22
Re,1.44,1.22,1.15,1.25,1.48,1.83,1.98,2.08,2.11,2.06,1.96,1.84,1.75,1.44,0.71,0.02
Os,1.32,1.1,1.03,1.1,1.31,1.68,1.85,1.96,2.01,1.98,1.88,1.77,1.69,1.38,0.64,0.01
Ir,0.55,0.39,0.35,0.39,0.54,0.86,1,1.11,1.16,1.13,1.04,0.94,0.86,0.59,0.12,0
Pt,1.08,0.88,0.82,0.88,1.08,1.45,1.61,1.72,1.77,1.74,1.64,1.54,1.45,1.13,0.44,0
Au,1.05,0.85,0.79,0.86,1.05,1.42,1.58,1.69,1.74,1.7,1.61,1.5,1.41,1.09,0.41,0
Hg,2.04,1.83,1.76,1.83,2.05,2.44,2.59,2.71,2.75,2.71,2.62,2.51,2.42,2.07,1.26,0.25
Tl,2.05,1.84,1.79,1.94,2.2,2.51,2.64,2.74,2.72,2.67,2.55,2.43,2.34,1.96,1.17,0.23
Pb,3.86,3.8,3.78,3.75,3.74,3.69,3.62,3.54,3.4,3.26,3.02,2.81,2.58,2.01,1.12,0.12
Bi,3.75,3.69,3.65,3.61,3.58,3.51,3.41,3.31,3.13,2.96,2.67,2.39,2.09,1.45,0.56,0.03
