Dy,1.72,1.57,1.68,2.07,2.22,2.34,2.43,2.37,2.23,2.14,1.99,1.86,1.76,1.46,0.76,0.02
Ho,1.48,1.33,1.44,1.82,1.98,2.09,2.18,2.12,1.98,1.89,1.74,1.61,1.51,1.21,0.55,0
Er,1.85,1.7,1.81,2.2,2.35,2.46,2.56,2.49,2.36,2.26,2.11,1.97,1.87,1.57,0.85,0.05
Tm,1.71,1.56,1.67,2.06,2.21,2.32,2.41,2.35,2.21,2.11,1.96,1.83,1.72,1.42,0.72,0.01
Yb,2.18,2.04,2.15,2.54,2.69,2.8,2.89,2.82,2.68,2.58,2.42,2.28,2.18,1.87,1.13,0.18
Lu,1.9,1.75,1.87,2.26,2.41,2.52,2.6,2.53,2.39,2.28,2.12,1.99,1.88,1.58,0.85,0.06
Hf,2.36,2.22,2.33,2.73,2.87,2.99,3.07,3,2.85,2.75,2.59,2.46,2.36,2.05,1.28,0.27
Ta,2.24,2.09,2.21,2.6,2.75,2.86,2.94,2.87,2.72,2.62,2.46,2.33,2.23,1.92,1.16,0.2
W,2.36,2.21,2.33,2.73,2.87,2.98,3.06,2.99,2.84,2.75,2.6,2.47,2.36,2.05,1.27,0.28
Re,1.77,1.63,1.77,2.17,2.29,2.4,2.47,2.39,2.24,2.13,1.97,1.84,1.73,1.41,0.7,0.03
Os,1.66,1.52,1.64,2.04,2.17,2.28,2.35,2.28,2.14,2.04,1.9,1.77,1.67,1.35,0.63,0
Ir,0.83,0.71,0.82,1.18,1.3,1.41,1.49,1.41,1.28,1.19,1.05,0.93,0.84,0.56,0.09,0
Pt,1.42,1.28,1.41,1.8,1.93,2.04,2.11,2.03,1.89,1.8,1.65,1.53,1.43,1.11,0.43,0
Au,1.39,1.25,1.38,1.77,1.89,2,2.07,1.99,1.86,1.76,1.62,1.49,1.39,1.07,0.4,0
Hg,2.39,2.26,2.4,2.8,2.91,3.02,3.09,3,2.87,2.77,2.63,2.5,2.4,2.05,1.26,0.32
Tl,2.4,2.28,2.46,2.85,2.93,3.04,3.07,2.97,2.82,2.72,2.55,2.41,2.31,1.93,1.16,0.32
Pb,4.16,4.1,4.07,4.02,3.98,3.88,3.72,3.6,3.41,3.26,3,2.78,2.56,1.98,1.12,0.21
Bi,4.03,3.97,3.93,3.86,3.8,3.67,3.49,3.35,3.14,2.96,2.65,2.37,2.08,1.45,0.58,0.08
